id,Background,Key,Key_Light,Leak
OPTOBURNINGTEST04_0_0,0.8624827467218772,0.13751725327812284,0.0,0.0
OPTOBURNINGTEST04_0_1,0.045225155279503104,0.6492063492063492,0.30556849551414766,0.0
OPTOBURNINGTEST04_0_2,0.006211180124223602,0.9937888198757764,0.0,0.0
OPTOBURNINGTEST04_0_3,0.03313923395445135,0.7129313319530711,0.2539294340924776,0.0
OPTOBURNINGTEST04_0_4,0.4889233954451346,0.5104641131815045,0.0006124913733609386,0.0
OPTOBURNINGTEST04_0_5,0.11005866114561767,0.8899413388543823,0.0,0.0
OPTOBURNINGTEST04_0_6,0.029261559696342306,0.847567287784679,0.1231711525189786,0.0
OPTOBURNINGTEST04_0_7,0.017016045548654244,0.910843685300207,0.07214026915113872,0.0
OPTOBURNINGTEST04_0_8,0.292809696342305,0.707190303657695,0.0,0.0
OPTOBURNINGTEST04_0_9,0.3961395790200138,0.5217003105590062,0.0,0.08216011042097998
OPTOBURNINGTEST04_0_10,0.06582556935817806,0.7420893719806764,0.0,0.1920850586611456
OPTOBURNINGTEST04_0_11,0.05450741890959282,0.745315734989648,0.0,0.20017684610075914
OPTOBURNINGTEST04_0_12,0.28867322291235337,0.6434437543133196,0.0,0.06788302277432712
OPTOBURNINGTEST04_0_13,0.48274240855762596,0.517257591442374,0.0,0.0
OPTOBURNINGTEST04_0_14,0.02220928226363009,0.9439484126984127,0.03384230503795721,0.0
OPTOBURNINGTEST04_0_15,0.030663388543823326,0.8662827812284334,0.10305383022774327,0.0
OPTOBURNINGTEST04_0_16,0.02690648723257419,0.9730935127674258,0.0,0.0
OPTOBURNINGTEST04_0_17,0.7087905452035886,0.2912094547964113,0.0,0.0
OPTOBURNINGTEST04_0_18,0.15584454796411318,0.7551371635610766,0.0,0.08901828847481022
OPTOBURNINGTEST04_0_19,0.07755779848171153,0.7630693581780539,0.0,0.15937284334023463
OPTOBURNINGTEST04_0_20,0.16375517598343686,0.765079365079365,0.0,0.07116545893719807
OPTOBURNINGTEST04_0_21,0.6773248792270531,0.32267512077294686,0.0,0.0
OPTOBURNINGTEST04_0_22,0.01539423740510697,0.9304951690821256,0.054110593512767424,0.0
OPTOBURNINGTEST04_0_23,0.06084799861973775,0.762797619047619,0.1763543823326432,0.0
OPTOBURNINGTEST04_0_24,0.969763630089717,0.030236369910282952,0.0,0.0
OPTOBURNINGTEST04_1_0,0.8622412008281574,0.13775879917184264,0.0,0.0
OPTOBURNINGTEST04_1_1,0.08294082125603865,0.8113267770876467,0.1057324016563147,0.0
OPTOBURNINGTEST04_1_2,0.07849810213940649,0.9095885093167702,0.011913388543823327,0.0
OPTOBURNINGTEST04_1_3,0.11780969634230504,0.7581349206349206,0.12405538302277433,0.0
OPTOBURNINGTEST04_1_4,0.5881685645272602,0.41152950310559006,0.00030193236714975844,0.0
OPTOBURNINGTEST04_1_5,0.3682755348516218,0.6099335748792271,0.0,0.02179089026915114
OPTOBURNINGTEST04_1_6,0.12669082125603864,0.7232013457556936,0.0,0.15010783298826777
OPTOBURNINGTEST04_1_7,0.12529761904761905,0.6804865424430642,0.0,0.19421583850931676
OPTOBURNINGTEST04_1_8,0.45630607315389926,0.418003795721187,0.0,0.12569013112491373
OPTOBURNINGTEST04_1_9,0.2896135265700483,0.7103864734299516,0.0,0.0
OPTOBURNINGTEST04_1_10,0.014108868184955142,0.8421023119392684,0.1437888198757764,0.0
OPTOBURNINGTEST04_1_11,0.010714285714285714,0.7546670117322292,0.23461870255348516,0.0
OPTOBURNINGTEST04_1_12,0.10650448585231194,0.893495514147688,0.0,0.0
OPTOBURNINGTEST04_1_13,0.47179089026915116,0.5282091097308489,0.0,0.0
OPTOBURNINGTEST04_1_14,0.0037051414768806074,0.9731668391994479,0.0231280193236715,0.0
OPTOBURNINGTEST04_1_15,0.008242753623188406,0.9472696687370601,0.04448757763975155,0.0
