id,Animal,Archway,Bicyclist,Bridge,Building,Car,CartLuggagePram,Child,Column_Pole,Fence,LaneMkgsDriv,LaneMkgsNonDriv,Misc_Text,MotorcycleScooter,OtherMoving,ParkingBlock,Pedestrian,Road,RoadShoulder,Sidewalk,SignSymbol,Sky,SUVPickupTruck,TrafficCone,TrafficLight,Train,Tree,Truck_Bus,Tunnel,VegetationMisc,Void,Wall
90,0.0,0.0,0.013506944444444445,0.0,0.2979441550925926,0.046296296296296294,4.340277777777778e-05,0.0007335069444444444,0.0024667245370370372,0.021725983796296297,0.012667824074074074,0.0,0.002019675925925926,0.0,0.001083622685185185,0.0,0.005299479166666667,0.2635546875,0.0,0.08786024305555555,0.00026475694444444447,0.08706886574074074,0.0,0.0,0.0021383101851851854,0.0,0.14180989583333334,0.0010141782407407408,0.0,0.0011255787037037037,0.0061964699074074075,0.005179398148148148
91,0.0,0.0004586226851851852,0.030690104166666666,0.0,0.1851953125,0.0,0.0004267939814814815,0.001312210648148148,0.003767361111111111,0.030983796296296297,0.006325231481481481,0.0,0.00042824074074074075,0.0,0.018486689814814813,0.0,0.007170138888888889,0.31399305555555557,0.0,0.06536747685185185,0.0,0.10001591435185185,0.0,0.0,0.0032407407407407406,0.0,0.19948640046296295,0.0069097222222222225,0.0,0.004416956018518519,0.006605902777777777,0.014719328703703703
92,0.0,0.0006163194444444444,0.022154224537037037,0.0,0.17780381944444446,0.0,0.0,0.0011313657407407407,0.010094039351851852,0.031206597222222222,0.03936342592592593,0.0,0.0,0.0,0.0103515625,0.0,0.01806568287037037,0.2630164930555556,0.0,0.08045138888888889,0.0034939236111111113,0.101953125,0.0,0.0,0.02058304398148148,0.0,0.18634114583333333,0.005679976851851852,0.0,0.0017375578703703704,0.007680844907407407,0.018275462962962962
93,0.0,0.00031684027777777776,0.018328993055555555,0.0,0.24498408564814814,0.00018229166666666667,0.00035445601851851854,0.0009780092592592592,0.01038917824074074,0.027637442129629628,0.022048611111111113,0.0,0.0,0.0,0.00853587962962963,0.0,0.008423032407407407,0.25861689814814814,0.0,0.10025462962962962,0.0017418981481481482,0.10189525462962963,0.0,0.0,0.008619791666666666,0.0,0.16409143518518518,0.0020442708333333333,0.0,0.0017288773148148148,0.004791666666666666,0.014036458333333333
94,0.0,0.0004557291666666667,0.018518518518518517,0.0,0.2778703703703704,0.06741608796296296,0.0,0.0007045717592592593,0.008370949074074074,0.030817418981481482,0.017570891203703705,0.0,0.003839699074074074,0.0,0.0008796296296296296,0.0,0.005144675925925926,0.22940248842592592,0.0,0.09870370370370371,0.0009982638888888888,0.07911458333333334,0.0,0.0,0.004930555555555555,0.0,0.14523582175925925,0.0015133101851851852,0.0,0.0,0.004363425925925926,0.004149305555555555
95,0.0,0.0,0.013269675925925926,0.0,0.29663917824074076,0.03348524305555556,0.0002719907407407407,0.0006582754629629629,0.0021397569444444446,0.024048032407407407,0.012212094907407408,0.0,0.001820023148148148,0.0,0.0005107060185185185,0.0,0.005232928240740741,0.27099392361111113,0.0,0.08829716435185185,0.00019097222222222223,0.08713686342592593,0.0,0.0,0.0020891203703703705,0.0,0.14695457175925927,0.001495949074074074,0.0,0.0008854166666666666,0.002432002314814815,0.009236111111111112
96,0.0,0.00022569444444444443,0.05342158564814815,0.0,0.16556568287037038,0.0,0.0,0.0012239583333333334,0.006059027777777778,0.05414641203703704,0.006085069444444444,0.0,0.0007450810185185185,0.0,0.009623842592592592,0.0,0.0005685763888888889,0.3310532407407407,0.0,0.05683883101851852,0.00047743055555555554,0.08287471064814815,0.0,0.0,0.006361400462962963,0.0,0.17958333333333334,0.006650752314814815,0.0,0.0014453125,0.006199363425925926,0.030850694444444444
97,0.0,0.0004441550925925926,0.01859230324074074,0.0,0.2504094328703704,0.0001880787037037037,0.0002719907407407407,0.00109375,0.012087673611111112,0.026456886574074075,0.01843315972222222,0.0,0.0025028935185185184,0.0,0.007511574074074074,0.0,0.007599826388888889,0.2607132523148148,0.0,0.10307581018518519,0.0013816550925925925,0.09591579861111112,0.0,0.0,0.007688078703703704,0.0,0.1654195601851852,0.0016087962962962963,0.0,0.001646412037037037,0.003174189814814815,0.013784722222222223
98,0.0,0.0005439814814814814,0.02392650462962963,0.0,0.17098813657407408,0.0,0.0006119791666666667,0.0011241319444444445,0.0024262152777777776,0.031154513888888888,0.02548900462962963,0.0,0.0,0.0,0.01376736111111111,0.0,0.023077256944444444,0.2851316550925926,0.0,0.0727488425925926,0.0,0.10368200231481481,0.0,0.0,0.018877314814814816,0.0,0.19320746527777777,0.006453993055555556,0.0,0.001814236111111111,0.00724681712962963,0.017728587962962963
99,0.0,0.0003587962962962963,0.028968460648148148,0.0,0.1920240162037037,0.0,0.0,0.0013541666666666667,0.0034910300925925924,0.02763599537037037,0.008360821759259259,0.0,0.0,0.0,0.017449363425925925,0.0,0.006218171296296296,0.3102126736111111,0.0,0.06983940972222222,0.0,0.09744936342592593,0.0,0.0,0.003425925925925926,0.0,0.19899305555555555,0.00669849537037037,0.0,0.005666956018518518,0.007622974537037037,0.014230324074074074
total,0.0,0.0003420138888888888,0.024137731481481482,0.0,0.22594241898148146,0.014756799768518519,0.00019806134259259261,0.0010313946759259258,0.006129195601851851,0.03058130787037037,0.016855613425925925,0.0,0.0011355613425925927,0.0,0.008820023148148148,0.0,0.008679976851851852,0.27866883680555554,0.0,0.08234375000000002,0.0008548900462962963,0.09371064814814815,0.0,0.0,0.007795428240740742,0.0,0.17211226851851852,0.004006944444444445,0.0,0.002046730324074074,0.005631365740740741,0.01421903935185185
